Nome: FLORESTA
Codigo Estacao: A351
Latitude: -8.598785
Longitude: -38.584062
Altitude: 327.42
Situacao: Operante
Data Inicial: 2011-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2018-07-02;0;69,208333;
2018-07-03;0;60,333333;
2018-07-04;0;55,583333;
2018-07-05;0;57,416667;
2018-07-06;0;73,333333;
2018-07-07;2;64,166667;
2018-07-08;0;60,375;
2018-07-09;0;57,208333;
2018-07-10;0;57,666667;
2018-07-11;0;53,833333;
2018-07-12;0;52,666667;
2018-07-13;0;52,916667;
2018-07-14;0;53,666667;
2018-07-15;0;52,541667;
2018-07-16;0;54,666667;
2018-07-17;0;56,958333;
2018-07-18;0;57,208333;
2018-07-19;,8;64,041667;
2018-07-20;0;58,166667;
2018-07-21;0;55,916667;
2018-07-22;0;58,583333;
2018-07-23;,2;56,5;
2018-07-24;3;61,916667;
2018-07-25;,4;69,5;
2018-07-26;1;66,583333;
2018-07-27;0;59,916667;
2018-07-28;0;67,75;
2018-07-29;0;58,666667;
2018-07-30;0;53;
2018-07-31;0;58,791667;
2018-08-01;0;54,416667;
2018-08-02;0;51,791667;
2018-08-03;0;49,958333;
2018-08-04;0;49,583333;
2018-08-05;0;48,375;
2018-08-06;0;49,958333;
2018-08-07;0;52,958333;
2018-08-08;0;51,791667;
2018-08-09;0;53,666667;
2018-08-10;0;50,541667;
2018-08-11;0;50,458333;
2018-08-12;0;40,625;
2018-08-13;0;42,25;
2018-08-14;0;48,333333;
2018-08-15;0;43,208333;
2018-08-16;0;50,375;
2018-08-17;0;50,458333;
2018-08-18;0;51,75;
2018-08-19;0;53,208333;
2018-08-20;0;56;
2018-08-21;0;57,833333;
2018-08-22;0;58,708333;
2018-08-23;0;52,75;
2018-08-24;0;58,208333;
2018-08-25;0;52,083333;
2018-08-26;0;50,416667;
2018-08-27;0;49,791667;
2018-08-28;0;52,625;
2018-08-29;0;52,875;
2018-08-30;,6;59,708333;
2018-08-31;0;56,208333;
2018-09-01;0;57,958333;
2018-09-02;0;57,541667;
2018-09-03;0;53,375;
2018-09-04;0;47,083333;
2018-09-05;0;43,166667;
2018-09-06;0;49,708333;
2018-09-07;0;51,583333;
2018-09-08;0;47,875;
2018-09-09;0;58,791667;
2018-09-10;0;56,041667;
2018-09-11;0;52,125;
2018-09-12;0;46,583333;
2018-09-13;0;44,583333;
2018-09-14;0;46,875;
2018-09-15;0;47,583333;
2018-09-16;0;45,125;
2018-09-17;0;44,208333;
2018-09-18;0;49,833333;
2018-09-19;0;47,125;
2018-09-20;0;48,458333;
2018-09-21;0;47,666667;
2018-09-22;0;44,791667;
2018-09-23;0;47,458333;
2018-09-24;0;52,208333;
2018-09-25;0;52,208333;
2018-09-26;0;48,208333;
2018-09-27;0;46,75;
2018-09-28;0;48,708333;
2018-09-29;0;44,416667;
2018-09-30;0;49,375;
2018-10-01;0;46,75;
2018-10-02;0;46,333333;
2018-10-03;0;49,708333;
2018-10-04;0;49,541667;
2018-10-05;0;49,541667;
2018-10-06;0;46,125;
2018-10-07;0;47,708333;
2018-10-08;0;45,958333;
2018-10-09;0;41,041667;
2018-10-10;0;45,958333;
2018-10-11;0;48;
2018-10-12;0;47,416667;
2018-10-13;0;48,625;
2018-10-14;0;46,75;
2018-10-15;0;44,291667;
2018-10-16;0;46,916667;
2018-10-17;0;55,916667;
2018-10-18;13,6;51,541667;
2018-10-19;0;42,916667;
2018-10-20;0;35,791667;
2018-10-21;0;45,166667;
2018-10-22;0;48,75;
2018-10-23;0;45,875;
2018-10-24;0;42,458333;
2018-10-25;0;43,333333;
2018-10-26;0;43,875;
2018-10-27;0;39,208333;
2018-10-28;0;35,916667;
2018-10-29;,4;43,458333;
2018-10-30;0;43,25;
2018-10-31;0;44,041667;
2018-11-01;0;44,833333;
2018-11-02;0;40,5;
2018-11-03;0;45,916667;
2018-11-04;0;46,458333;
2018-11-05;0;41,208333;
2018-11-06;0;45,5;
2018-11-07;0;44,125;
2018-11-08;0;47;
2018-11-09;0;44,541667;
2018-11-10;0;45,583333;
2018-11-11;0;42,041667;
2018-11-12;0;39,583333;
2018-11-13;0;42,208333;
2018-11-14;0;42,5;
2018-11-15;0;43,875;
2018-11-16;0;40,041667;
2018-11-17;0;43,333333;
2018-11-18;0;46,041667;
2018-11-19;0;44,625;
2018-11-20;0;44,875;
2018-11-21;0;46,875;
2018-11-22;0;46,083333;
2018-11-23;0;47,666667;
2018-11-24;0;48,25;
2018-11-25;0;58,291667;
2018-11-26;3;64,416667;
2018-11-27;26,2;74,916667;
2018-11-28;0;55,833333;
2018-11-29;0;50,958333;
2018-11-30;0;48,458333;
2018-12-01;0;43,166667;
2018-12-02;1,4;52,666667;
2018-12-03;10,4;61,958333;
2018-12-04;0;67,583333;
2018-12-05;30;71;
2018-12-06;54,2;75,208333;
2018-12-07;,6;64,125;
2018-12-08;0;53,916667;
2018-12-09;1,8;63,666667;
2018-12-10;,2;67,958333;
2018-12-11;,4;62,916667;
2018-12-12;0;57,791667;
2018-12-13;0;55,875;
2018-12-14;0;55,166667;
2018-12-15;0;50,583333;
2018-12-16;0;48,5;
2018-12-17;0;69,125;
2018-12-18;39,4;69,166667;
2018-12-19;0;58,75;
2018-12-20;0;56,875;
2018-12-21;0;57,416667;
2018-12-22;0;54,625;
2018-12-23;0;58,125;
2018-12-24;,6;61,875;
2018-12-25;0;52,833333;
2018-12-26;0;45,666667;
2018-12-27;0;46,166667;
2018-12-28;0;44,666667;
2018-12-29;0;50,625;
2018-12-30;0;47,875;
2018-12-31;0;45,916667;
2019-01-01;0;47,583333;
2019-01-02;0;45,833333;
2019-01-03;0;47,291667;
2019-01-04;0;47,166667;
2019-01-05;0;49,541667;
2019-01-06;0;55,083333;
2019-01-07;0;60,208333;
2019-01-08;0;53,041667;
2019-01-09;0;56;
2019-01-10;0;49,916667;
2019-01-11;0;50,25;
2019-01-12;0;45,916667;
2019-01-13;0;45,5;
2019-01-14;0;52,5;
2019-01-15;0;48,791667;
2019-01-16;0;50,5;
2019-01-17;0;53,416667;
2019-01-18;0;53,458333;
2019-01-19;0;50,916667;
2019-01-20;,2;52,375;
2019-01-21;0;48,75;
2019-01-22;0;46,791667;
2019-01-23;0;49,333333;
2019-01-24;0;52,166667;
2019-01-25;,2;47,333333;
2019-01-26;0;44,333333;
2019-01-27;0;45,291667;
2019-01-28;0;51,125;
2019-01-29;0;51,75;
2019-01-30;0;45,875;
2019-01-31;0;47,458333;
2019-02-01;0;50,125;
2019-02-02;0;49;
2019-02-03;0;52,666667;
2019-02-04;,2;58;
2019-02-05;8,2;60,291667;
2019-02-06;0;63,125;
2019-02-07;3,6;59,833333;
2019-02-08;0;46,333333;
2019-02-09;0;46,375;
2019-02-10;0;46,875;
2019-02-11;0;49,083333;
2019-02-12;0;49,791667;
2019-02-13;0;52,75;
2019-02-14;1;55,791667;
2019-02-15;0;51,25;
2019-02-16;1;65,708333;
2019-02-17;44,2;72,125;
2019-02-18;18,2;71,875;
2019-02-19;4,6;60,375;
2019-02-20;,6;49;
2019-02-21;,4;52,958333;
2019-02-22;,4;53,130435;
2019-02-23;,2;65,666667;
2019-02-24;,2;70,208333;
2019-02-25;,2;68,041667;
2019-02-26;,4;73;
2019-02-27;,2;70,541667;
2019-02-28;,2;58,416667;
2019-03-01;,2;51,541667;
2019-03-02;,2;51,166667;
2019-03-03;0;54;
2019-03-04;,2;76,833333;
2019-03-05;0;75,041667;
2019-03-06;,2;63,166667;
2019-03-07;,2;58,708333;
2019-03-08;0;56,625;
2019-03-09;0;54,166667;
2019-03-10;0;48,208333;
2019-03-11;0;45,791667;
2019-03-12;0;55,416667;
2019-03-13;0;66,25;
2019-03-14;5,2;67,666667;
2019-03-15;4,8;64,541667;
2019-03-16;0;50,416667;
2019-03-17;0;52,875;
2019-03-18;0;60,916667;
2019-03-19;2,8;61,541667;
2019-03-20;0;57,583333;
2019-03-21;0;58,5;
2019-03-22;,2;62,666667;
2019-03-23;51,2;77,333333;
2019-03-24;56;77,458333;
2019-03-25;9,6;73,375;
2019-03-26;0;67,375;
2019-03-27;0;70,083333;
2019-03-28;10,4;67;
2019-03-29;0;63,041667;
2019-03-30;0;69,625;
2019-03-31;,2;75,083333;
2019-04-01;2,6;64,375;
2019-04-02;,2;62,291667;
2019-04-03;,2;62,041667;
2019-04-04;3,4;69,458333;
2019-04-05;,2;76;
2019-04-06;2;72,375;
2019-04-07;17,6;78,1875;
2019-04-08;0;null;
2019-04-09;null;null;
2019-04-10;null;null;
2019-04-11;null;null;
2019-04-12;null;null;
2019-04-13;null;null;
2019-04-14;null;null;
2019-04-15;null;null;
2019-04-16;null;null;
2019-04-17;null;null;
2019-04-18;null;null;
2019-04-19;null;null;
2019-04-20;null;null;
2019-04-21;null;null;
2019-04-22;null;null;
2019-04-23;null;null;
2019-04-24;null;null;
2019-04-25;null;null;
2019-04-26;null;null;
2019-04-27;null;null;
2019-04-28;null;null;
2019-04-29;null;null;
2019-04-30;null;null;
2019-05-01;null;null;
2019-05-02;null;null;
2019-05-03;null;null;
2019-05-04;null;null;
2019-05-05;null;null;
2019-05-06;null;null;
2019-05-07;null;null;
2019-05-08;null;null;
2019-05-09;null;null;
2019-05-10;0;56;
2019-05-11;0;54,125;
2019-05-12;0;54,416667;
2019-05-13;0;58,708333;
2019-05-14;0;58,333333;
2019-05-15;0;57,25;
2019-05-16;0;58,416667;
2019-05-17;,8;61,333333;
2019-05-18;0;54,5;
2019-05-19;0;53,208333;
2019-05-20;2,2;59,25;
2019-05-21;0;59,958333;
2019-05-22;0;59,791667;
2019-05-23;1,6;54,458333;
2019-05-24;0;52,416667;
2019-05-25;0;50,25;
2019-05-26;0;48,333333;
2019-05-27;0;55,458333;
2019-05-28;0;57,416667;
2019-05-29;0;54,916667;
2019-05-30;0;51,875;
2019-05-31;0;52,666667;
2019-06-01;0;58,708333;
2019-06-02;0;59;
2019-06-03;0;45,625;
2019-06-04;0;53,875;
2019-06-05;0;47,458333;
2019-06-06;0;61,583333;
2019-06-07;,8;74,291667;
2019-06-08;0;72,333333;
2019-06-09;0;65,625;
2019-06-10;,4;67,958333;
2019-06-11;,4;67,416667;
2019-06-12;0;62,666667;
2019-06-13;0;67,125;
2019-06-14;,6;61,375;
2019-06-15;,2;57,208333;
2019-06-16;0;57,125;
2019-06-17;0;69,333333;
2019-06-18;6,8;77,958333;
2019-06-19;1,2;69,708333;
2019-06-20;0;64,125;
2019-06-21;0;57,875;
2019-06-22;,2;67,041667;
2019-06-23;1,8;69,083333;
2019-06-24;0;61,666667;
2019-06-25;0;58,125;
2019-06-26;0;59,541667;
2019-06-27;,4;72,333333;
2019-06-28;,2;62,833333;
2019-06-29;,8;68,416667;
2019-06-30;,2;75,708333;
2019-07-01;,4;70,833333;
2019-07-02;,4;65,541667;
2019-07-03;0;60,541667;
2019-07-04;0;55,291667;
2019-07-05;0;51;
2019-07-06;0;51,625;
2019-07-07;0;50,791667;
2019-07-08;,4;66,333333;
2019-07-09;,4;79,125;
2019-07-10;3,2;79,416667;
2019-07-11;8,6;84,125;
2019-07-12;10;84,416667;
2019-07-13;1;68,333333;
2019-07-14;0;69,375;
2019-07-15;0;63,125;
2019-07-16;0;60,208333;
2019-07-17;0;55,958333;
2019-07-18;0;63,833333;
2019-07-19;12,4;87,791667;
2019-07-20;1,8;74,416667;
2019-07-21;1,4;71,791667;
2019-07-22;,6;70,583333;
2019-07-23;,4;72,208333;
2019-07-24;1;76,875;
2019-07-25;,4;69,208333;
2019-07-26;0;77,208333;
2019-07-27;1,8;68,916667;
2019-07-28;2,6;75,833333;
2019-07-29;3,2;65,916667;
2019-07-30;0;72,416667;
2019-07-31;3,2;76,916667;
2019-08-01;0;66,416667;
2019-08-02;0;62,958333;
2019-08-03;0;61,75;
2019-08-04;0;61,875;
2019-08-05;0;61,25;
2019-08-06;0;58,583333;
2019-08-07;0;62,625;
2019-08-08;,8;77;
2019-08-09;1,8;64,041667;
2019-08-10;0;60,333333;
2019-08-11;0;65,833333;
2019-08-12;0;70,833333;
2019-08-13;,6;61,125;
2019-08-14;0;66,75;
2019-08-15;0;69,291667;
2019-08-16;2,2;72,291667;
2019-08-17;,8;70,791667;
2019-08-18;0;60,5;
2019-08-19;0;58,833333;
2019-08-20;0;57,166667;
2019-08-21;0;56,166667;
2019-08-22;0;56,25;
2019-08-23;0;60,125;
2019-08-24;0;54,625;
2019-08-25;0;58,208333;
2019-08-26;0;57,708333;
2019-08-27;0;67,875;
2019-08-28;,2;59,416667;
2019-08-29;0;57,833333;
2019-08-30;0;54,083333;
2019-08-31;0;55;
2019-09-01;0;52,125;
2019-09-02;0;54,708333;
2019-09-03;0;56,833333;
2019-09-04;0;55,083333;
2019-09-05;0;55;
2019-09-06;0;56,541667;
2019-09-07;0;57,416667;
2019-09-08;0;49,875;
2019-09-09;0;51,875;
2019-09-10;0;50,041667;
2019-09-11;0;59,25;
2019-09-12;0;50,708333;
2019-09-13;0;49,333333;
2019-09-14;0;50,666667;
2019-09-15;0;47,708333;
2019-09-16;0;54,625;
2019-09-17;0;58,125;
2019-09-18;0;56,416667;
2019-09-19;0;49,875;
2019-09-20;0;49,75;
2019-09-21;0;51,333333;
2019-09-22;0;50,041667;
2019-09-23;0;58,25;
2019-09-24;0;53,25;
2019-09-25;0;49,958333;
2019-09-26;0;48,291667;
2019-09-27;0;45,041667;
2019-09-28;0;36,916667;
2019-09-29;0;48,25;
2019-09-30;0;47,333333;
2019-10-01;0;48,916667;
2019-10-02;0;48,583333;
2019-10-03;0;47,208333;
2019-10-04;0;48,166667;
2019-10-05;0;47,75;
2019-10-06;0;47,958333;
2019-10-07;0;44,958333;
2019-10-08;0;45,041667;
2019-10-09;0;45,5;
2019-10-10;0;48,333333;
2019-10-11;0;54,875;
2019-10-12;0;53,083333;
2019-10-13;0;48,416667;
2019-10-14;0;49,75;
2019-10-15;0;47,708333;
2019-10-16;0;49,875;
2019-10-17;0;47,791667;
2019-10-18;0;44,541667;
2019-10-19;0;47,375;
2019-10-20;0;43,041667;
2019-10-21;0;43,75;
2019-10-22;0;46,75;
2019-10-23;0;43,5;
2019-10-24;0;40,833333;
2019-10-25;0;42,166667;
2019-10-26;0;47,541667;
2019-10-27;0;46,875;
2019-10-28;0;44,75;
2019-10-29;0;43,416667;
2019-10-30;0;41,791667;
2019-10-31;0;45,208333;
2019-11-01;0;40,166667;
2019-11-02;0;45,166667;
2019-11-03;0;47,541667;
2019-11-04;0;47,75;
2019-11-05;0;40,208333;
2019-11-06;0;37,708333;
2019-11-07;0;44,958333;
2019-11-08;0;44,041667;
2019-11-09;0;43;
2019-11-10;0;45,875;
2019-11-11;0;41,875;
2019-11-12;0;42;
2019-11-13;0;42,458333;
2019-11-14;0;42,333333;
2019-11-15;0;40;
2019-11-16;0;37,166667;
2019-11-17;0;37,833333;
2019-11-18;0;46,166667;
2019-11-19;0;46,666667;
2019-11-20;0;43,875;
2019-11-21;0;45,041667;
2019-11-22;0;42,75;
2019-11-23;0;36,708333;
2019-11-24;0;36,333333;
2019-11-25;0;55,333333;
2019-11-26;24,4;68,625;
2019-11-27;0;49,75;
2019-11-28;0;47,875;
2019-11-29;0;43,416667;
2019-11-30;0;35,166667;
2019-12-01;0;31,625;
2019-12-02;0;38,666667;
2019-12-03;0;33,333333;
2019-12-04;0;38,541667;
2019-12-05;0;42,625;
2019-12-06;0;36,541667;
2019-12-07;0;32,666667;
2019-12-08;0;37,5;
2019-12-09;0;43;
2019-12-10;0;45,458333;
2019-12-11;0;44,208333;
2019-12-12;0;42,416667;
2019-12-13;0;42,083333;
2019-12-14;0;47,25;
2019-12-15;0;48,708333;
2019-12-16;0;47,708333;
2019-12-17;0;47,083333;
2019-12-18;0;46,5;
2019-12-19;0;44,625;
2019-12-20;0;46,208333;
2019-12-21;0;44,291667;
2019-12-22;0;43,041667;
2019-12-23;0;41,458333;
2019-12-24;0;41,75;
2019-12-25;0;41,208333;
2019-12-26;0;47,375;
2019-12-27;0;45,583333;
2019-12-28;0;46,791667;
2019-12-29;0;46,083333;
2019-12-30;0;49,041667;
2019-12-31;0;68,791667;

